日期,轮次,跑的关键词数,总抓取条数(估),本轮新增条数,记忆库累计,小红书状态,连续0新增轮数,告警,备注
2026-08-12,run1,8,104,93,4224,已登录连接正常,0,否,"8词(4种子[职场表达/面试技巧/面试什么话该说/面试什么话不能说]+2长空档活跃复查[无领导小组讨论模拟距07-17隔26天/面试高频题型距07-17隔26天]+2候选首投[职场破局话术大全/职场话术反制技巧]);四种子命中率46.2%(12/26,职场表达)/54.2%(13/24,面试技巧)/25.9%(7/27,面试什么话该说)/28.0%(7/25,面试什么话不能说);2长空档活跃词均远超阈值强力验证长空档规律:无领导小组讨论模拟71.9%(23/32,XHS+知乎+web混合)/面试高频题型29.6%(8/27,过滤多条LeetCode/System Design/AI Engineer等技术向内容不予收录);2候选首投均远超40%阈值同轮升级为活跃:职场破局话术大全69.2%(18/26)/职场话术反制技巧59.3%(16/27,与前者今日笔记池重叠约15%-20%已去重,建议后续轮换投放避免同轮同时投放);词库长句三条件验证5个[社招oc一般多久发offer/询问面试结果的话术模板/为什么面试不让说名字/hr问你能否接受加班/线上面试暗示你已经通过了],1个已验证(社招oc一般多久发offer:事件/高/低,答案空缺=OC到正式offer标准时间线整理+催问话术模板,建议优先安排成稿),4个放弃(询问面试结果的话术模板因自家账号已发布+多篇>500赞占位;为什么面试不让说名字因语义漂移严重真正命中笔记<5篇;hr问你能否接受加班因多篇>500赞占位;线上面试暗示你已经通过了因与既有活跃词'hr暗示'高度同源且多篇>500赞占位);新发现候选词15个(短词8:无领导小组模拟题库/求职面试高频题库/职场万能反击话术/职场反驳话术技巧/职场沟通破局话术/高情商破局/结构化表达训练/职场沟通逻辑;长句7:社招offer可以先接了再拒吗/口头offer到正式offer一般要多久/社招一面多久出结果/无领导小组讨论的题目有哪些/控场能力和领导能力怎么培养/如果面试通过了不想去问原因怎么办/面试被加面是好事吗),均来自大家都在搜/相关搜索标签及知乎site搜索,过相关性过滤;评论区原话收割0条(本轮抽样的2篇高优先笔记评论区均为空白新发布笔记，未采集到有效用户原话，建议下轮优先选发布24小时以上且互动>50的笔记采样);本轮最大答案空缺=社招OC到正式offer标准时间线整理+催问话术模板(词库已验证，建议优先安排成稿)，次要空缺=反制/反击类话题现有内容多停留在心法层面缺逐句台词模板;方法论新发现=XHS筛选面板'最新'排序点击后状态不稳定，同账号多次访问同关键词时'最新'选中态可能在下次搜索后重置为'综合'，需以页面文本日期是否单调递减二次确认排序真实生效;职场破局话术大全/职场话术反制技巧两候选词首投笔记池重叠约15%-20%，已在数据中去重，后续复查建议轮换而非同轮同时投放;关键词池候选积压仍远超30阈值，本周清点已于08-07完成，本轮不重复执行(种子永不退休);小红书登录状态已现场核实正常(可正常搜索/查看笔记/评论区及笔记详情页，账号Eric｜职场潜台词翻译官);网页WebSearch共执行10个查询(8根词首轮+2次zhihu site搜索),web贡献约14条新增;记忆库累计由4131条增至4224条(新增93条，全部合并唯一URL/标题口径去重后计入);已生成职场表达与面试技巧_2026-08-12.xlsx。"
2026-08-12,run2,8,41,23,4247,未登录,0,否,"8词(4种子[职场表达/面试技巧/面试什么话该说/面试什么话不能说,同日第2轮复查]+2长空档活跃复查[向上汇报话术距07-18隔25天/结构化面试答题框架距07-18隔25天]+2候选首投[职场常用委婉表达/面试通过话术]);小红书检测到未登录状态(搜索结果页弹出手机号/验证码登录二维码框,笔记详情页返回404需App扫码),按规程未绕过登录,本轮XHS采集与词库验证整体跳过,仅执行WebSearch网页搜索补充;四种子命中率50.0%(2/4,职场表达)/50.0%(3/6,面试技巧)/25.0%(1/4,面试什么话该说)/25.0%(1/4,面试什么话不能说),均为web-only样本;2长空档活跃词命中率71.4%(5/7,向上汇报话术,距07-18隔25天)/66.7%(4/6,结构化面试答题框架,距07-18隔25天),web-only样本偏小,长空档规律待XHS复核确认;2候选首投职场常用委婉表达40.0%(2/5)/面试通过话术100%(5/5,与词库候选'面试官说等人事通知有戏吗'高度同源),参照08-09未登录先例,web-only命中率天然偏高不单独作为升级判据,两词均维持候选状态标记'强候补'待小红书恢复登录后复投确认;词库长句三条件验证本轮整体跳过(计划验证对象[面试官说等人事通知有戏吗/面试官收尾说这几句话暗示结果/hr给出薪资后还往上谈吗/应届生有谈薪吗/面试问愿景是什么]均未执行,词库状态未做任何修改);新发现候选词0个(额外尝试3组新词收割导向搜索[职场反驳话术/面试追问细节答不上来/谈薪资争取更高薪水],核对后命中候选均已存在于关键词池/词库,确认谈薪[候选/活跃已超80个]与追问[候选已超10条]两大语义簇高度饱和);评论区原话收割0条(小红书未登录无法访问评论区);本轮最大答案空缺=沿用此前多轮标记的无领导小组/群面抢话赛道具体应对话术空缺及反制/反击类逐句台词模板空缺,本轮因无法访问XHS前排内容未产生新空缺发现;方法论新发现=WebSearch查询词中直接包含'小红书'三字极易与'应聘小红书公司'技术/运营面经内容混淆,改用'关键词+知乎'或不含'小红书'字样的query后命中率显著回升;小红书笔记详情页(/discovery/item/、/explore/)在未登录状态下即使拥有完整URL也返回404需App扫码,证实未登录状态下XHS渠道完全阻断(此前认知'推荐流可看即部分可用'不成立,推荐流可看不代表笔记详情可读);关键词池候选积压仍远超30阈值,本周清点已于08-07完成,本轮不重复执行(种子永不退休);小红书登录状态=未登录(弹窗要求手机号/验证码登录,已现场核实),这是08-12当日的首次未登录(run1已登录正常),非连续多日未连接,请下轮优先重试登录以补齐小红书来源与词库验证;记忆库累计由4224条增至4247条(新增23条,全部web来源[知乎21+人人都是产品经理1],唯一URL口径);已生成职场表达与面试技巧_2026-08-12_run2.xlsx。"
2026-08-12,run3,8,81,17,4264,未登录,0,否,"8词(4种子[职场表达/面试技巧/面试什么话该说/面试什么话不能说,同日第3轮复查]+2活跃复查[职场委婉表达/面试万能话术,选取原则为距上次运行天数最长者(两词最近运行字段此前均为空,判定为长空档),排除无领导小组讨论模拟/面试高频题型/向上汇报话术/结构化面试答题框架以避免与run1/run2重复]+2候选首投[职场沟通逻辑/面试松弛感秘诀,均为08-11新收割且今日未测试过,排除职场破局话术大全/职场话术反制技巧/职场常用委婉表达/面试通过话术这4个今日已投过的]);第0步现场核实小红书登录状态=未登录(搜索结果页弹出手机号/验证码登录二维码框,与run2状态一致),按规程未绕过登录,本轮小红书采集与词库三条件验证整体跳过,仅执行WebSearch(知乎为主)补充;四种子命中率25.0%(2/8,职场表达)/28.6%(2/7,面试技巧)/28.6%(2/7,面试什么话该说)/11.1%(1/9,面试什么话不能说),均低于run1/run2同日水平,判断为同日第3轮供给自然衰减+web端知乎覆盖已被前两轮大量检索后趋于饱和双重作用;2活跃复查命中率26.7%(4/15,职场委婉表达)/33.3%(2/6,面试万能话术),均为web-only样本,不改变活跃状态;2候选首投命中率16.7%(1/6,职场沟通逻辑)/25.0%(3/12,面试松弛感秘诀),均未达40%阈值,维持候选,备注中已注明'因XHS未登录本轮命中率基数不完整,建议小红书恢复登录后重新首投验证';词库长句三条件验证本轮整体跳过(计划验证对象[面试不该说的别说/薪资争取成功的话术/应届生要不要谈薪/面试官说还有其他候选人/面试问愿景是什么]均未执行,词库状态未做任何修改);新发现候选词5个(短词3个转入关键词池[职场高情商回怼/职场沟通踩雷点/面试紧张怎么快速缓解]+长句2个转入词库[第一次面试紧张怎么办/职场高情商回复领导的话术],均来自知乎相关问答标题,经与现有词表比对去重及相关性过滤);评论区原话收割0条(小红书未登录无法访问评论区,与run2原因相同);本轮最大答案空缺=面试'松弛感边界'(现有web内容集中在如何变松弛,缺'松弛过度被扣分'一侧的应对话术)及'高情商回怼/回复领导'缺分场景逐句话术两处,已写入高热结构库.md(置信度:中,web-only待XHS交叉验证);方法论延续=知乎search命中率随同日复查轮次递减明显,四种子本轮命中率较run1(XHS在线)与run2(web-only首轮)均下降,提示同日第3轮起web端边际收益已很低,建议后续同日第4轮起对四种子改为抽检而非全跑;关键词池候选积压仍远超30阈值,本周清点已于08-07完成,本轮不重复执行(种子永不退休);记忆库累计由4247条增至4264条(新增17条,全部知乎来源,唯一URL口径,已用grep核对与run1[至4224]/run2[至4247]累计不重复);已生成职场表达与面试技巧_2026-08-12_run3.xlsx。"
2026-08-12,run4,8,58,22,4286,未登录,0,否,"8词(4种子[职场表达/面试技巧/面试什么话该说/面试什么话不能说,同日第4轮复查,轻量抽检各1条WebSearch]+2长空档活跃复查[面试礼仪距07-18隔25天/职场口才训练距07-19隔24天]+2候选首投[职场高情商回怼/无领导小组模拟题库]);第0步现场核实小红书登录状态=未登录(搜索结果页弹出手机号/微信验证码登录二维码框,与run2/run3状态一致,当日第3次未登录),按规程未绕过登录,本轮小红书采集与词库三条件验证整体跳过,仅执行WebSearch(知乎为主)补充;四种子命中率14.3%(1/7,职场表达)/20.0%(1/5,面试技巧)/0%(0/7,面试什么话该说,7条全部重复无新增)/12.5%(1/8,面试什么话不能说),均为web-only轻量抽检样本,延续run3'同日高频复查后web端边际收益趋近于0'的判断;2长空档活跃词双双验证长空档规律:面试礼仪66.7%(6/9)/职场口才训练85.7%(6/7,本轮全场最高),web-only待XHS复核确认真实供给强度;2候选首投分化:职场高情商回怼25.0%(2/8)未达40%阈值维持候选(因XHS未登录数据不完整,建议XHS恢复后复投);无领导小组模拟题库71.4%(5/7)远超40%阈值但因web-only暂不升级为活跃,标记'强候补'待XHS恢复登录后复投确认;词库长句三条件验证本轮整体跳过(小红书未登录,三条件均依赖小红书页面,此前候选/待验证状态未做任何修改),仅通过知乎问题标题收割3条长句候选转入词库(无领导小组讨论有哪些经典题目/面试时最忌讳的行为有哪些/怎样锻炼职场口才);新发现候选词5个(短词2个转入关键词池:口才式演讲/无领导小组讨论真题库;长句3个转入词库:见上),均来自知乎问题标题/相关问答,经与现有词表比对去重及相关性过滤;评论区原话收割0条(小红书未登录无法访问评论区);本轮最大答案空缺=延续此前多轮标记的无领导小组'十几人无编号完全失序群面'具体应对话术空缺及职场高情商回怼分场景逐句台词模板空缺,均为交叉验证而非新发现;方法论新发现=长空档活跃词即使web-only命中率仍显著高于当日反复复查的种子词(66.7%/85.7% vs 0%-20%),长空档规律不受XHS登录状态影响,可作为web-only轮次优先投入方向;同日第4轮四种子轻量抽检(每词1条)效率提升但命中率随之走低,建议后续同日第3轮起若小红书仍未登录可考虑仅抽检2-3个种子而非全跑4个;关键词池候选积压仍远超30阈值,本周清点已于08-07完成,本轮不重复执行(种子永不退休);小红书登录状态=未登录(弹窗要求手机号/微信验证码登录,已现场核实截图确认),为08-12当日第3次未登录(run1已登录正常,run2/run3/run4连续3轮未登录),按日计仅1天未连接,未触发'连续≥3天未连接'告警阈值;记忆库累计由4264条增至4286条(新增22条,全部web来源[知乎21+中公网校1(面试礼仪)+CSDN1(无领导小组)+PreTalent1(无领导小组),唯一URL口径去重后计入,已用grep核对无重复]);已生成职场表达与面试技巧_2026-08-12_run4.xlsx。"
2026-08-13,run1,8,88,56,4342,已登录连接正常,0,否,"8词(4种子[职场表达/面试技巧/面试什么话该说/面试什么话不能说]+2长空档活跃复查[结构化表达三步法距07-18隔26天/反应慢不会接话怎么办距07-18隔26天]+2候选[无领导小组模拟题库(强候补复投)/面试行为暗语(新试投)]);四种子命中率80.0%(12/15,职场表达)/35.7%(5/14,面试技巧)/62.5%(5/8,面试什么话该说)/66.7%(6/9,面试什么话不能说);2长空档活跃词命中率63.6%(7/11,结构化表达三步法)/53.3%(8/15,反应慢不会接话怎么办),再次验证长空档规律;2候选词均远超40%阈值同轮升级为活跃:无领导小组模拟题库8/8=100%(XHS真实登录数据,此前08-12web-only 71.4%强候补正式转正)、面试行为暗语5/8=62.5%(首投即达标);词库长句三条件验证5个(面试官说等人事通知有戏吗/hr给出薪资后还往上谈吗/应届生有谈薪吗/面试问愿景是什么/面试官收尾说这几句话暗示结果),全部放弃,均卡在条件c前排高赞占位(1321/3924/864/1926/4205/918/2047/3464/727赞),确认谈薪与暗示结果两大细分角度全面饱和;新词收割20个(关键词池候选4个:无领导小组模拟题目/试题及答案/模考/收题本;词库候选16个,含4个搜索框自动补全+4个大家都在搜+4个相关搜索标签+2个评论区原话衍生等,均过相关性过滤);评论区原话收割2条(均来自高赞笔记《怎么看出来一个人工作能力差的》5465赞及其衍生检索,暴露'不想事事汇报只要结果'及'不知道该跟谁汇报'两处处境,已转化候选长句);本轮最大答案空缺=谈薪/暗示结果赛道全面饱和确认(负向发现,排除已饱和方向)+职场汇报对象不明确的空缺发现;本周清点(每周五)本轮未触发,种子永不退休,候选积压情况延续既有判断未重复处理;小红书登录状态已现场核实正常(可正常搜索/查看笔记/评论区及笔记详情页,账号Eric｜职场潜台词翻译官);记忆库累计由4286条增至4342条(新增56条,全部XHS来源,唯一URL口径,经grep核对无重复);已生成职场表达与面试技巧_2026-08-13.xlsx。"
2026-08-13,run2,8,159,84,4426,已登录连接正常,0,否,"8词(4种子[职场表达/面试技巧/面试什么话该说/面试什么话不能说,同日第2轮复查]+2长空档活跃复查[AI面试距07-18隔26天/结构化面试100题距07-19隔25天]+2候选首投[职场沟通踩雷点/面试紧张怎么快速缓解,均为08-12新收割且今日未测试过]);四种子命中率15.8%(3/19,职场表达,同日第2轮供给已被run1提前收割)/55.0%(11/20,面试技巧,同日第2轮反超run1)/45.0%(9/20,面试什么话该说)/15.0%(3/20,面试什么话不能说);2长空档活跃词命中率均远超阈值再创新高:AI面试55.0%(11/20,26天空档,已过滤3.5小时学完Agent项目/AI产品面试现场/AIGC设计岗位面试问题分析/AI应用工程师面试等技术向岗位面经噪声)/结构化面试100题75.0%(15/20,25天空档,创该词历史新高,公考/教师/护士/医疗垂类持续密集更新);2候选首投(综合排序)均远超40%阈值同轮升级为活跃:职场沟通踩雷点60.0%(12/20,含黄执中专家观点笔记8748赞)/面试紧张怎么快速缓解70.0%(14/20,本轮全场最高,覆盖面试及广义上台紧张两类场景);词库长句三条件验证5个(面试不该说的别说/社招一面多久出结果/线上面试可以带稿子吗/合同到期公司想续签能不能提涨薪/群面观点被抢了怎么办),2个已验证(社招一面多久出结果:事件/高/低,答案空缺=缺一面后等待时长标准化整理+催问话术模板,与已验证社招oc一般多久发offer同源建议打包成稿;合同到期公司想续签能不能提涨薪:情境/高/低,与已验证合同到期续签可以涨薪吗[08-11]近义交叉验证强化同一答案空缺),3个放弃(面试不该说的别说因奉劝大家别说句式已被多账号同质化复制987/2.7万/3892/6930/1.1万/2.1万/1.1万/1.6万赞等多篇远超500占位;线上面试可以带稿子吗因系既有活跃词线上面试可以看稿子吗的同义改写且前排6146/4307/3362等多篇远超500占位;群面观点被抢了怎么办因搜索框未出现该词或任何近似词下拉建议条件a不通过,但结果页命中高度近义标题群面别人抢先说了我的观点怎么办19赞已收割为新候选词);新词收割12个(关键词池候选4个:ai面试辅助工具/结构化面试100题电子版/职场沟通避坑/面试脱敏专用视频;词库候选8个:字节社招一面多久出结果/快手社招一面多久出结果/社招一面后一般多久给答复/群面别人抢先说了我的观点怎么办/员工之间沟通不好怎么办/假装面试不紧张/面试紧张急救法/消除紧张感最快的办法);评论区原话收割2条(均来自黄执中你的合作空间决定了你的职场天花板8748赞笔记评论区,用户Li_七喜暴露与讨厌同事共事被迫合作成本高企处境40赞,用户蔻哈碧暴露怀疑自己解读同事言行过度敏感的心理内耗处境3赞);本轮最大答案空缺=社招一面等待时长标准化整理(词库已验证,建议优先安排成稿)+职场怀疑自己是否过度敏感解读同事言行的自我确认需求(评论区原话新发现);方法论新发现=同日第2轮四种子命中率分化明显(职场表达/面试什么话不能说走低,面试技巧/面试什么话该说反升,不能一概假设第2轮必然衰减);候选词首投用综合排序命中率显著高于同日最新排序复查;搜索框点击后偶发未成功聚焦需二次点击并截图确认;词库验证中条件a不通过但结果页命中高度近义标题时,统一采用原候选放弃+近义标题转新候选的处理方式;关键词池候选积压仍远超30阈值,本周清点已于08-07完成,本轮不重复执行(种子永不退休,今日非周五);网页WebSearch补充2个zhihu查询,web贡献6条新增(5条无领导小组群面技巧类+1条AI面试助手测评);小红书登录状态已现场核实正常(可正常搜索/查看笔记/评论区及笔记详情页,账号Eric｜职场潜台词翻译官);记忆库累计由4342条增至4426条(新增84条=XHS78+web6,唯一URL口径,经URL去重核对无重复);已生成职场表达与面试技巧_2026-08-13_run2.xlsx。"
2026-08-13,run3,8,173,45,4471,已登录连接正常,0,否,"8词(4种子[职场表达/面试技巧/面试什么话该说/面试什么话不能说,同日第3轮复查]+2长空档活跃复查[面试反杀面试官距07-19隔25天/面试被hr阴阳怪气距07-19隔25天]+2候选首投[求职面试高频题库/高情商破局,均为08-12新收割且今日未测试过]);四种子命中率30.0%(6/20,职场表达)/5.0%(1/20,面试技巧)/0%(0/20,面试什么话该说,20条全部重复)/15.0%(3/20,面试什么话不能说),同日第3轮衰减幅度大于run1/run2,验证'同日多轮复查边际收益递减'规律持续成立;2长空档活跃词命中率30.3%(10/33,面试反杀面试官,Mr Jonathan系账号贡献过半新增)/60.0%(12/20,面试被hr阴阳怪气,本轮全场最高),再次验证长空档规律优于同日反复复查种子词;2候选首投均未达40%阈值维持候选:求职面试高频题库35.0%(7/20)、高情商破局30.0%(6/20,原始命中16/20=80%但经相关性过滤剔除10条泛人性心理非职场内容后实际6条,与已活跃'职场破局话术大全/职场话术反制技巧'中度重叠);词库长句三条件验证5个(社招offer可以先接了再拒吗/口头offer到正式offer一般要多久/无领导小组讨论的题目有哪些/控场能力和领导能力怎么培养/第一次面试紧张怎么办),1个已验证(口头offer到正式offer一般要多久:事件/高/低,答案空缺=与已验证'社招一面多久出结果''社招oc一般多久发offer'共同构成offer流程时间线焦虑簇,建议打包成稿),4个放弃(社招offer可以先接了再拒吗因前排4万/2.4万/2.2万等多篇远超500赞占位已饱和;无领导小组讨论的题目有哪些因前排9326/1.4万等多篇远超500赞占位且与今日已升级活跃的'无领导小组模拟题库'高度重叠;控场能力和领导能力怎么培养因下拉无任何补全条件a不通过且前排1.6万/2.7万等多篇远超500赞条件c也不通过;第一次面试紧张怎么办因前排4.5万/8.9万等多篇远超500赞占位且与今日已升级活跃的'面试紧张怎么快速缓解'高度重叠);新词收割8个(关键词池候选3个:无领导小组材料分析题/hr聊天沟通时的话术/领导气场培养;词库候选5个:口头offer后怎么催进度/邮件点了接受offer可以不去吗/两难式无领导小组面试题目/面试官不尊重人怎么办/面试时间安排不合理怎么办);评论区原话收割2条(均来自《如何礼貌阴阳男hr,留子和国内hr沟通被创飞》笔记评论区,暴露'面试官没有给予尊重'及'国内时间下午面试安排不合理'两处处境);本轮未额外执行WebSearch,XHS已登录且长空档活跃词/候选词收割充分,遵循'没有新结果就少收不要凑数'原则;本轮最大答案空缺=offer流程时间线焦虑簇三次交叉验证强化(求职各节点标准化时间线+催问话术整体空缺,建议整合为系列选题)+面试中'不被尊重'判断框架与逐句回怼话术空缺(评论区原话新发现,现有'5句话反杀阴阳你的人'仅165赞供给明显偏弱);关键词池候选积压仍远超30阈值,本周清点已于08-07完成,本轮不重复执行(种子永不退休,今日非周五);小红书登录状态已现场核实正常(可正常搜索/查看笔记/评论区及笔记详情页,账号Eric｜职场潜台词翻译官);记忆库累计由4426条增至4471条(新增45条,全部XHS来源,唯一URL口径,经grep核对无重复);已生成职场表达与面试技巧_2026-08-13_run3.xlsx。"
2026-08-13,run4,8,144,89,4560,已登录连接正常,0,否,"8词(4种子[职场表达/面试技巧/面试什么话该说/面试什么话不能说,同日第4轮复查,改用综合排序]+2长空档活跃复查[结构化面试三步破题法距07-19隔25天/hr问题距07-20隔24天]+2候选首投[群面没编号怎么发言/hr聊天沟通时的话术,均为长空档活跃词最近运行最早的候选]);四种子命中率83.3%(5/6,职场表达)/85.0%(17/20,面试技巧)/50.0%(10/20,面试什么话该说)/47.4%(9/19,面试什么话不能说),改用综合排序后较run3大幅回升;2长空档活跃词命中率95.0%(19/20,结构化面试三步破题法,创该词历史新高)/84.2%(16/19,hr问题),再次验证长空档规律;2候选首投:群面没编号怎么发言相关性过滤后8/8=100%远超40%阈值同轮升级为活跃(原始8/20=40.0%,过滤12条无关内容);hr聊天沟通时的话术原始5/20=25.0%(相关性过滤后5/5=100%)因供给被谈薪母题稀释维持候选;词库长句三条件验证5个(boss问加班能接受吗怎么回复/空窗期面试应答/怎样向领导表达自己想升职/岗位晋升拜访领导话术/给领导发信息开头怎么写),全部放弃,其中晋升拜访领导相关3个长句结果高度重叠三次交叉确认该母题全面饱和(与08-08/08-11已放弃条目同源),建议1-2周内不再投入验证资源;新发现候选词11个(关键词池候选5个:结构化面试三步答题法/结构化面试各模块答题框架/群面技巧和话术/hr自我介绍怎么说/hr高情商沟通话术;词库候选6个:群面最后一个发言/群面自我介绍说什么/群面问题一般会问什么/hr问题提问刁钻/和hr交流话术/面试官问你能接受加班吗要怎么回答);评论区原话收割2条(均来自《面试一定要会反问！会反问！会反问！》8.4万赞笔记评论区,涉及面试反问被反问回来的应对空缺+面试表现被夸但自我认知落差处境);本轮未额外执行WebSearch(XHS已登录且长空档活跃词/候选词收割充分,遵循'没有新结果就少收不要凑数'原则);本轮最大答案空缺=晋升表达/拜访领导语义簇全面饱和确认(负向发现,建议停止投入)+面试反问被反问回来的应对话术空缺(评论区原话新发现);关键词池候选积压仍远超30阈值,本周清点已于08-07完成,本轮不重复执行(种子永不退休,今日非周五);小红书登录状态已现场核实正常(可正常搜索/查看笔记/评论区及笔记详情页,账号Eric｜职场潜台词翻译官);记忆库累计由4471条增至4560条(新增89条,全部XHS来源,唯一noteId口径,经grep核对无重复);已生成职场表达与面试技巧_2026-08-13_run4.xlsx。"
2026-08-14,run1,8,152,17,4577,已登录连接正常,0,否,8词(职场表达:5/18/面试技巧:0/20/面试什么话该说:0/19/面试什么话不能说:1/20/面试必问问题:2/18/如何自信表达:4/19/面试反杀技巧:0/20/综合分析题如何破题:5/18)
2026-08-14,run2,8,151,21,4598,已登录连接正常,0,否,8词(职场表达:0/19/面试技巧:0/20/面试什么话该说:1/19/面试什么话不能说:0/20/反套路面试:2/18/结构化面试万能分析公式:8/19/面试注意什么:0/19/面试被面试官嘲讽了:10/17)；候选升活跃：面试被面试官嘲讽了(58.8%)
2026-08-14,run3,8,155,44,4642,已登录连接正常,0,否,8词(职场表达:1/18/面试技巧:0/20/面试什么话该说:0/19/面试什么话不能说:0/20/谈薪禁忌千万别犯:5/20/金字塔原理表达:15/19/情景模拟面试:12/20/如何进行技术面试:11/19)；候选升活跃：情景模拟面试(60.0%)、如何进行技术面试(57.9%)
2026-08-14,run4,8,155,28,4670,已登录连接正常,0,否,8词(职场表达:0/18/面试技巧:0/20/面试什么话该说:1/19/面试什么话不能说:1/20/高情商自我介绍:5/19/面试成功的信号:9/20/职场情商文案:4/19/大厂hrbp谈薪:8/20)；候选升活跃：大厂hrbp谈薪(40.0%)
2026-08-14,run5,8,153,23,4693,已登录连接正常,0,否,8词(职场表达:2/17/面试技巧:0/20/面试什么话该说:2/19/面试什么话不能说:1/20/甩锅话术:13/20/HR压薪话术:0/19/演讲答辩技巧:4/19/高情商接话万能话术:1/19)
2026-08-14,run6,8,77,1,4694,已登录连接正常,0,否,8词(职场表达:0/18/面试技巧:1/20/面试什么话该说:0/19/面试什么话不能说:0/20/结构化面试万能金句:0/0/面试说错话补救技巧:0/0/面试部长的自我介绍:0/0/绩效访谈问题及回答:0/0)；抓取失败：结构化面试万能金句、面试说错话补救技巧、面试部长的自我介绍、绩效访谈问题及回答
2026-08-15,run1,8,112,20,4714,已登录但中途触发扫码安全验证,0,否,"8词(4种子+2长空档活跃复查[面试反杀hr/面试自我评价怎么说得体,均距07-29隔17天]+2候选首投[秋招面试技巧/接到offer谈薪]);【小红书中途触发扫码安全验证】前3个种子词XHS采集正常(职场表达0/20、面试技巧XHS0/20、面试什么话该说1/20),第4个搜索请求起返回'请求太频繁',随后升级为'请使用已登录该账号的小红书APP扫码验证身份',间隔75s/45s/110s/3min多次重试至本轮结束均未恢复;扫码验证属机器人检测,本轮明确不尝试绕过;命中率:秋招面试技巧63.6%(7/11,全场最高)/面试反杀hr44.4%(4/9)/接到offer谈薪33.3%(2/6)/面试自我评价怎么说得体28.6%(2/7)/面试什么话不能说11.8%(2/17)/面试技巧9.1%(2/22)/面试什么话该说5.0%(1/20)/职场表达0%(0/20);后5词为web-only(WebSearch),样本不完整,秋招面试技巧与接到offer谈薪两个候选首投虽分别达63.6%/33.3%但因缺XHS侧数据本轮不作升降级判定,维持候选,待XHS恢复后重测;第3步词库长句三条件验证整体跳过(依赖XHS下拉补全/前排赞藏),未改动词库任何行状态,符合任务书'未登录/不可用则跳过且不改状态'要求;第4步新词收割4个(关键词池候选2个:线上面试、见习面试自我介绍,来自大家都在搜;词库候选2个:面试中hr反问你还有什么问题吗怎么回答、面试时被问到你有什么优缺点该如何回答,来自知乎问题标题源④);评论区原话本轮0条(需XHS笔记详情页,不可达);本轮最大答案空缺=面试反问环节'被反问回来怎么接'的应答话术(知乎question/563467233与p/131524076两条高关注问题均只列'可以问什么'、无一覆盖被反问后的接话,与08-13run4评论区原话发现同源二次独立交叉验证,置信度升至高,建议优先成稿)+秋招时令词此前未进活跃池而8月中旬正值秋招提前批高峰;运维建议:单轮XHS搜索请求控制在3-4个以内或每次间隔≥60秒,同日轮次上限由4-6轮降至2-3轮,08-13/08-14高频多轮运行疑为累积触发风控主因;记忆库累计由4694条增至4714条(新增20条=XHS1+web19,唯一URL/noteId口径,经grep逐条核对无重复);告警列=否:连续0新增轮数为0(本轮新增20条),小红书源连续未连接天数为1(08-13/08-14均已登录正常),两项告警条件均未触发,但XHS风控需人工关注;已生成职场表达与面试技巧_2026-08-15.xlsx。"
